probe_id,gene_id
cg19081340,UAP1L1
cg11855101,GPI
cg18627568,C9orf85
cg18627568,ABHD17B
cg21588944,ZNF716
cg23353893,SYNE1
cg06996831,C19orf48
cg21389355,LOC100272217
cg21389355,FUBP3
cg00038688,SV2A
cg18792584,TOR1AIP1
cg11162602,TTC21B-AS1
cg11162602,TTC21B
cg14813684,SPRY4
cg14813684,LOC101926941
cg01727899,SPATA17
cg01727899,GPATCH2
cg15821035,ZNF263
cg04339424,UTP20
cg25526215,ZNF222
cg22727368,MIEF2
cg22692725,GNL3
cg22692725,SNORD19
cg00072689,LOC404266
cg00072689,HOXB6
cg12926383,C12orf76
cg17677062,ASTN2
cg17677062,TRIM32
cg02816447,FAM64A
cg27638615,FZD7
cg01108434,PAG1
cg07239363,TTYH1
cg18348690,S100A10
cg20720686,POR
cg05455720,MIR124-2
cg15876468,MAPKAPK2
cg20844317,SYT2
cg24525872,NR3C2
cg17714793,S100A2
cg16633058,ZNF608
cg25218107,PRSS23
cg19743103,HES3
cg06121625,C16orf71
cg06121625,ANKS3
cg01226883,CLCN6
cg01226883,MTHFR
cg02376834,LARP1
cg04494517,MCMBP
cg06965842,ELMO2
cg08548489,CDK2
cg08548489,SILV
cg14854055,FLJ37307
cg13181855,DEFA6
cg05478955,ZFYVE9
cg10462365,SH2B3
cg09263089,TXNRD3NB
cg17342141,C10orf120
cg00730832,FGFR2
cg02639181,KIDINS220
cg22984586,CCR5
cg04915270,TELO2
cg00342781,MROH8
cg00342781,RPN2
cg25728415,TAP2
cg22627826,ATP5D
cg06525651,FAM196A
cg06525651,DOCK1
cg01043910,STX7
cg00160505,ADAP2
cg06975592,UCK2
cg18657389,EVPL
cg15899948,SLC27A6
cg06349179,RAB7L1
cg24603476,CCR9
cg24603476,LZTFL1
cg25124999,RAET1K
cg01581060,TRPM5
cg09322489,WBP1L
cg16239134,MED12L
cg16239134,P2RY14
cg24593060,TBCCD1
cg25282035,NEXN
cg25282035,NEXN-AS1
cg05174283,PTPN21
cg15070897,SLC7A7
cg06114320,HPCAL1
cg25845431,IPO13
cg09781876,IKZF3
cg27359501,RTTN
cg22168943,MRRF
cg22168943,RBM18
cg01631684,REEP3
cg00539511,ANKRD17
cg10569526,CPEB1
cg11233000,CASZ1
cg05837401,ALDH1L1
cg11233593,COPS4
cg10961055,ARL3
cg10961055,SFXN2
cg06709038,SLC25A42
cg24565651,RTKN2
cg17628695,LRRC69
cg11588903,MYO9B
cg27180548,PHTF2
cg27180548,TMEM60
cg21494636,TFRC
cg25279100,PARP12
cg05707844,EIF2AK2
cg06341251,LOC100506127
cg06341251,PRKRIR
cg20883342,ZNF536
cg08364305,ITSN1
cg08364305,CRYZL1
cg00237512,TCEA2
cg19900501,KIAA0355
cg18257814,CCDC88A
cg21102739,CWC22
cg08431931,WBP2NL
cg09985192,AKAP6
cg21314578,AKT2
cg12608169,RPL29P2
cg12608169,DNAH2
cg05115985,BARHL1
cg04578997,CHST11
cg00202246,OR13C8
cg22146606,LOC101929217
cg22146606,LOC101929268
cg24150197,ASCL5
cg25806456,MORC2
cg25806456,TUG1
cg15617548,GORASP2
cg16037569,PIK3CD
cg13589481,MIR2053
cg13589481,CSMD3
cg16148959,EVI2A
cg16148959,NF1
cg05373161,TMEM231
cg02618039,CHMP1B
cg02618039,GNAL
cg21699619,RAB24
cg21699619,PRELID1
cg22621994,B9D2
cg22621994,TMEM91
cg21712811,GATA2
cg21712811,GATA2-AS1
cg22714777,EN1
cg25856179,STAT1
cg16762701,B9D1
cg02603875,GRIA1
cg03526920,C14orf166B
cg10448989,FLRT2
cg18056133,CCDC86
cg04946603,DLL4
cg16510010,FAM122C
cg03543332,SPOP
cg14699542,FAM92A1
cg14921522,P2RY1
cg02218134,RDH11
cg22026687,XPR1
cg13837822,LOC731789
cg04953061,DDHD1
cg14416269,WFS1
cg20948914,ARL2BP
cg03592940,DGUOK
cg10948777,DNM2
cg10948777,MIR638
cg06330103,EEF1A2
cg25699597,PDE11A
cg13040021,C20orf30
cg10975405,LINC00403
cg06819951,PRKAR1A
cg06819951,WIPI1
cg02167618,LINC01495
cg26360057,STT3A
cg24335355,HNRNPUL1
cg03877350,BACH1
cg22967319,LINC01046
cg05374867,MAEA
cg02115960,PCSK1
cg05509218,SGCE
cg05509218,PEG10
cg24744172,AGAP1
cg24896860,HOXC4
cg24896860,HOXC6
cg24896860,HOXC5
cg12162201,PRMT2
cg11980188,CYP2R1
cg15061981,UGT8
cg17376712,TSPAN18
cg10219004,ZNF324B
cg08727996,ALPL
cg17462165,HOXB13
cg13763482,C9orf68
cg13763482,PPAPDC2
cg12666166,FICD
cg03769817,PCDH19
cg10215919,MORC3
cg16605553,SLC3A2
cg10003267,FAM109A
cg07918814,CAPN9
cg16782948,ZNF776
cg13767245,SRRM3
cg06070445,BCL6
cg07324898,OR6C75
cg02933922,SLC20A2
cg13031432,NDRG4
cg01276497,C11orf91
cg27624769,TRPS1
cg09290748,PI4K2B
cg05093612,WSPAR
cg21851937,PMP2
cg05885379,JARID2
cg10751282,KIAA0317
cg18273817,ENO1
cg12371105,SAP30L
cg12371105,SAP30L-AS1
cg22332339,PRKCZ
cg25388301,C11orf83
cg25388301,C11orf48
cg05486094,VAMP8
cg05818864,ZMYM6
cg23670932,FAM43A
cg18204200,PLEKHH1
cg27183551,NADK2
cg24349631,C22orf26
cg24349631,LOC150381
cg24727383,ITGBL1
cg09597785,ZXDC
cg07292215,CDK9
cg07292215,MIR2861
cg11296826,BMP8B
cg11296826,OXCT2
cg25143706,LOC645166
cg01479911,GABARAP
cg12279119,TBC1D2
cg04396791,SHANK2
cg17969298,ANGEL2
cg26182263,SLC39A14
cg00793450,KIAA0528
cg02299189,AAAS
cg10738016,IGF2R
cg14006266,KIAA1045
cg25809784,ACSL6
cg11067468,FAM60A
cg26019600,MAPT
cg27300742,H19
cg07635623,SERPINB1
cg11141673,ST6GAL2
cg22071820,CCDC116
cg17496788,DDR2
cg09102623,EBLN3
cg07966910,GDF7
cg01494441,CERKL
cg24196046,EIF2C3
cg21803680,TMEM169
cg21803680,PECR
cg12728690,GRAMD1B
cg04782552,NOSTRIN
cg23951258,ZNF879
cg06815523,RBFOX3
cg03579589,RERE
cg14524334,MIR202
cg04955876,CSMD3
cg01024175,OR2T29
cg21881116,LEPRE1
cg21881116,C1orf50
cg23207985,ADRBK1
cg18180230,SFRS2B
cg22137572,CDH18
cg20411631,CHST15
cg15400238,RPRM
cg27634050,TBRG4
cg27634050,SNORA5C
cg27634050,SNORA5A
cg25389187,FBXW7
cg18391803,MIR7641-2
cg03962458,FAM10A4
cg03004497,FAM111B
cg19205994,PLD5
cg15150274,FUT10
cg22485413,PMM1
cg26212328,SLC38A2
cg21550098,TRIM61
cg14212631,ASPM
cg17667389,EPHB4
cg13051058,SLC12A6
cg05322870,ZNF626
cg11160820,CD58
cg25486647,TMEM194A
cg02068676,COBRA1
cg22610423,MRPL39
cg19882830,ZNF714
cg21405705,ZFP36L1
cg09947841,IMPG2
cg14990198,BANP
cg18222865,PDE3B
cg18222865,PSMA1
cg06898793,ZNF175
cg07321119,EP400
cg13458005,PTCHD3
cg25151532,HYI
cg22672977,MIR222
cg09197761,ZNF280D
cg19610077,SLITRK1
cg07068327,GPR123
cg19898047,SLC25A12
cg16829674,CPN2
cg09254904,GRIP2
cg11587640,FGR
cg26630827,ING1
cg08062822,MCART6
cg08062822,ZCCHC18
cg05587067,KCTD9
cg05587067,CDCA2
cg13944286,NUP85
cg13650837,DRD5
cg13162328,KIAA1967
cg20940164,EME1
cg20940164,MRPL27
cg08408500,MIR411
cg20740157,SCD5
cg11421589,HDAC9
cg10602982,PRR30
cg21540594,CASP2
cg21540594,TMEM139
cg05558390,GNASAS
cg05558390,GNAS
cg03369089,CDK5R2
cg21002970,MTA2
cg03784654,PTEN
cg00879825,ZNF423
cg23798374,C9orf142
cg07896678,CENPN
cg08023451,LOC101928075
cg08023451,TTC9
cg24242981,RAB6A
cg06042842,NDUFAF4P1
cg06042842,COPS2
cg06042842,GALK2
cg03281352,ZSWIM8-AS1
cg03281352,ZSWIM8
cg27105813,TSPAN3
cg05935311,BANK1
cg05062889,C16orf13
cg22676023,VPS13D
cg08108362,NUBP1
cg20741528,CCDC127
cg20741528,SDHA
cg07284546,FAM195A
cg01936555,SLC17A2
cg25449924,NCOR2
cg15655442,LINC01544
cg11492287,LCTL
cg03764352,ETNK1
cg25211934,F2RL3
cg22185378,MLXIPL
cg08256451,WIPF1
cg03931927,CCT6P1
cg27173046,TUBA1C
cg14343337,ANKRD27
cg27024488,RHOA
cg12245206,UBE2M
cg12245206,LOC100131691
cg14144850,FAM170A
cg03229463,HIST1H1E
cg21336300,LRMP
cg03224175,RNF24
cg14451561,AMACR
cg14451561,C1QTNF3-AMACR
cg14650905,FRYL
cg17544639,NDUFB8
cg11907564,C11orf71
cg11907564,RBM7
cg23378706,SSBP2
cg05921207,CHRDL1
cg15964632,GPX8
cg15964632,CDC20B
cg00557010,KCNIP1
cg00207280,TRIB1
cg25310592,OR52A1
cg17594164,SEMA4D
cg19073209,MLLT4
cg10345571,LOC100134713
cg10345571,NDUFB2
cg15944459,PLA2G6
cg15944459,BAIAP2L2
cg13921352,FAM19A4
cg13567378,ACO1
cg12636432,ALPL
cg10010004,KCTD19
cg10010004,LRRC36
cg08153335,GPR113
cg05258139,MRPL49
cg05258139,FAU
cg02813750,SH3BP2
cg03550219,TOP2B
cg15198441,KIAA0586
cg15198441,TIMM9
cg02514519,SYT7
cg00005390,AMDHD2
cg00005390,ATP6V0C
cg08999477,HSD17B12
cg25205705,CACUL1
cg02071076,STOX2
cg09785991,CLCA1
cg20377606,UNC5C
cg21522068,DEFB123
cg02971668,SYNPO2
cg12440380,ATP6V0D1
cg08962305,LRRC2
cg08962305,TDGF1
cg13192883,MIR6892
cg13192883,ZYX
cg10890233,HFM1
cg14715697,HRNBP3
cg17509872,VPS37A
cg17509872,CNOT7
cg21243919,PDE11A
cg00281080,SSBP4
cg08835258,DNASE1L2
cg08835258,E4F1
cg23851169,C3orf80
cg18757395,TBC1D7
cg24034412,RPL18
cg24034412,SPHK2
cg00507532,ACOT7
cg18022964,LOC284950
cg10723444,PDXDC2
cg01932091,EPB41
cg20360285,PKD1L1
cg25945996,ARL14EP
cg20858243,SYCP2
cg20858243,FAM217B
cg16371847,MLXIP
cg18520141,RPS9
cg23756322,RIMS1
cg13996510,EFHC2
cg18258770,SNCA
cg05931439,MMP14
cg16028934,TP53BP2
cg11618193,C7orf25
cg18289156,DNAH6
cg14527128,BCL7B
cg07398325,MAGI1-AS1
cg07398325,MAGI1
cg24479776,DOK6
cg13396830,TRIM26
cg09089328,LINC01276
cg06649899,TMEM208
cg06649899,LRRC29
cg04100696,DKK3
cg16439564,SATB2
cg12042113,RHCG
cg13452400,CMPK2
cg00389176,TGFB1
cg06502425,KIAA0141
cg08505616,C12orf56
cg21635596,LOC100303728
cg21635596,SLC25A5
cg05379784,DNAL1
cg16495873,ZFHX4
cg08065241,ERC2
cg06298247,TAPBPL
cg06298247,LOC678655
cg20163033,FAM193A
cg12022102,COL29A1
cg00959308,DIDO1
cg07699440,FAH
cg16592391,UBLCP1
cg10140286,FAM229B
cg10140286,TUBE1
cg09179713,FLI1
cg02506080,JARID2
cg26103369,KIAA0317
cg08267115,PHKB
cg08267115,ITFG1
cg15063355,CHFR
cg17112868,LOC401127
cg15604723,DUSP10
cg02771661,WNT1
cg26129200,ZMAT1
cg01722378,PDZD4
cg12433386,KCNQ1OT1
cg12433386,KCNQ1
cg27044202,TRIM66
cg03613618,PGCP
cg20731597,HIVEP1
cg12653649,CDK5
cg12653649,SLC4A2
cg09736950,MGC15885
cg09736950,TLN2
cg10833393,IGFL2
cg23715696,TIAF1
cg23715696,MYO18A
cg02052905,GRM5
cg00863716,AKR1C2
cg21013652,KIAA0513
cg04482943,TMEM199
cg04482943,POLDIP2
cg16052317,TTC23
cg04132851,SSX2IP
cg07576857,RASGEF1C
cg07159416,PRDM2
cg07782179,CNFN
cg07136998,SLIT3
cg15739922,ZNF813
cg05952186,C5orf36
cg05952186,MIR1974
cg14793995,ZNF211
cg14507132,TCF12
cg14507132,LOC145783
cg10649138,ARPC3
cg12440069,CPM
cg08949296,JPH1
cg26233468,TRIM46
cg26233468,KRTCAP2
cg13253980,RBP4
cg14389341,LOC100652768
cg14389341,TAGLN
cg08036764,C22orf45
cg08036764,UPB1
cg14132916,COPS8
cg11769966,LOC100134713
cg11769966,NDUFB2
cg12271581,TOMM40
cg15042080,TMEM74
cg18397308,C19orf50
cg18448570,BLNK
cg04677582,LOC284788
cg18876189,FGB
cg03244438,FYN
cg09178529,SPEN
cg09178529,FLJ37453
cg26675876,XKR6
cg14711969,SLC6A11
cg19219778,KIAA0748
cg00008387,TMEM188
cg08733824,SEPSECS
cg00256046,ESRRG
cg10818986,OR2T8
cg26552733,CALML5
cg16354027,CBX7
cg26547443,PINLYP
cg12600378,MOCS2
cg02587685,ZNF428
cg11480314,RABGAP1L
cg15140774,WBP2NL
cg22680708,NEDD4
cg02748539,SLC9A3
cg10025392,VPS29
cg10025392,RAD9B
cg22594238,WIPF2
cg16021126,SERP2
cg13251550,LOC101928539
cg04108811,SMYD3
cg01885859,GALNT10
cg16410656,LDLRAD3
cg12510923,HDAC6
cg01665555,PAX6
cg08963608,PCM1
cg08908267,UNG
cg11941633,HOXC4
cg11941633,HOXC5
cg11941633,HOXC6
cg03108344,RAET1K
cg04234132,PTGIR
cg00125971,RASL10B
cg22886200,SEMA6D
cg00744433,CXADR
cg20613370,TP53RK
cg17572255,LIMA1
cg26667857,GPR161
cg02782889,IGF2BP1
cg00382651,MORF4L2
cg02023043,NACAD
cg26521092,DAXX
cg26637901,ATF7IP
cg13521908,CRHR1
cg24033224,GPR133
cg24177983,CD81
cg14643738,ANTXR1
cg16344215,PSMB5
cg23962206,FHDC1
cg01403676,GIP
cg02243342,UBA3
cg10440696,OR52N1
cg25237056,PRC1
cg05617744,E2F3
cg11811621,LRRC37A3
cg27569040,ASCL1
cg11017269,RHOBTB3
cg00267272,ITFG1
cg10396357,TFAP4
cg05688084,MRTO4
cg05688084,KIAA0090
cg22806444,C17orf28
cg02770938,SYNPO
cg19414598,DMC1
cg09236434,C2orf55
cg01219620,DDX60
cg18653991,PIM2
cg14399768,USE1
cg06103064,MIR6751
cg06103064,SYVN1
cg07817505,RPL18AP3
cg07817505,SNORA68
cg07817505,RPL18A
cg24848192,RFPL2
cg25572477,FNDC3B
cg13476932,RPL22
cg01302270,MLH1
cg01302270,EPM2AIP1
cg15362075,MAST4
cg13369554,CATSPER2P1
cg13369554,PDIA3
cg26797270,SETMAR
cg19066150,AFMID
cg19066150,TK1
cg14304041,SEC24B-AS1
cg14304041,SEC24B
cg16325573,GAL3ST3
cg15438497,HLTF
cg11204593,RHOBTB2
cg15563580,TEX11
cg21603133,SNF8
cg23232416,ZNF816A
cg17155263,CXorf61
cg03394664,ABCG1
cg21605986,KIAA1191
cg24436551,C9orf135-AS1
cg24436551,C9orf135
cg22663489,CCDC88B
cg03680238,EEF1G
cg03680238,TUT1
cg25024993,PCDHA7
cg25024993,PCDHA6
cg25024993,PCDHA11
cg25024993,PCDHA10
cg25024993,PCDHA4
cg25024993,PCDHA8
cg25024993,PCDHA1
cg25024993,PCDHA2
cg25024993,PCDHA9
cg25024993,PCDHA5
cg25024993,PCDHA3
cg24167624,OLFML2B
cg15594528,PTS
cg07602984,FAM176B
cg00355158,H3F3B
cg06643020,FARP2
cg07062658,RTEL1
cg27319445,LOC90246
cg24562373,CHN2
cg21517792,MTA1
cg16133088,EFCAB4B
cg22358797,MBD2
cg22358797,SNORA37
cg23076110,EED
cg26721526,DNAJC10
cg14028877,COMT
cg12603476,TSPAN14
cg07306232,EIF5A
cg13112511,PDE4D
cg08655589,SLC6A6
cg03574344,ARVCF
cg03574344,TANGO2
cg20908674,SLC15A1
cg04289131,IVNS1ABP
cg26234391,LYST
cg04638200,C7orf43
cg11741115,TNN
cg18948967,FRMD6
cg03569506,SLC16A13
cg10365984,BACH2
cg11701951,CSRNP2
cg23249207,FXYD6
cg23249207,FXYD6-FXYD2
cg08026144,PCSK5
cg13204529,ALKBH5
cg20737880,MAP4
cg02430183,WNK2
cg10796715,PDE9A
cg11399955,SNX10
cg19288520,SLC25A32
cg19288520,DCAF13
cg11981007,GPR150
cg26838532,LARP1B
cg19738924,KCTD1
cg11333314,PRSS12
cg03195665,FPR2
cg08874171,HDGF2
cg24032621,ARHGAP19
cg24032621,ARHGAP19-SLIT1
cg12561175,B4GALT4
cg12561175,B4GALT4-AS1
cg15944497,NFATC1
cg26045815,FAM83E
cg26045815,SPACA4
cg02693127,ARHGAP10
cg00623119,DCAKD
cg24250069,ANK2
cg11354576,EMID1
cg01850202,ACVR2B
cg01850202,LOC100128640
cg21663100,ZMYM3
cg21663100,BCYRN1
cg25274881,SPATS2
cg02325300,LMO3
cg15280864,MIR6735
cg15280864,SZT2
cg02581615,OLAH
cg26381501,TMEM98
cg06473182,BNIP1
cg00743372,ZNF192
cg16832407,TRPM3
cg04884011,PRKG1
cg02710239,TCF20
cg21060925,ZNF260
cg15768146,ZFHX2
cg15768146,THTPA
cg05226019,DEGS1
cg17114151,PTEN
cg17114151,KILLIN
cg19728949,LOC101927817
cg19728949,ANKRD11
cg14966174,UBXN2A
cg21711158,PDE3B
cg21711158,PSMA1
cg13793093,DGKI
cg04651635,LOC92659
cg04651635,MAFG
cg00374839,ALX4
cg09168797,GRAMD3
cg06436510,KIAA1429
cg07176264,SCTR
cg15708885,RNF222
cg22459320,SMURF2
cg10057126,ANKRD56
cg13334874,PLD3
cg13334874,C19orf47
cg25192855,IRF6
cg09172362,IFITM5
cg17018448,TRPC3
cg14413263,FBN2
cg21456112,ASTN2
cg00471141,LPL
cg09159285,KLHL21
cg06616245,GLI1
cg15851681,ZNF445
cg13113115,TFCP2
cg03069067,SUPT20HL2
cg02020019,RAB11B
cg02201299,MCM8
cg02201299,TRMT6
cg10138919,AKAP13
cg07156273,BLCAP
cg07156273,NNAT
cg00912639,PYROXD1
cg11671771,PLEKHO2
cg00320749,SNORD43
cg00320749,RPL3
cg15580304,MIR941-3
cg15580304,MIR941-2
cg15580304,MIR941-1
cg15580304,DNAJC5
cg23453437,ZNF282
cg10883421,RMND1
cg10883421,C6orf211
cg25937494,SREBF2
cg19755435,GPR65
cg04270835,SLC17A6
cg10430294,GJC2
cg22558303,UGGT2
cg12072409,SEMA5B
cg25415508,ADAL
cg25415508,LCMT2
cg01979646,LOC101928008
cg01979646,SBF2
cg05955566,IKBIP
cg05955566,APAF1
cg21634944,EDA
cg26001410,POLR2J
cg24717696,C13orf34
cg24717696,C13orf37
cg27412987,TANC1
cg04194001,THADA
cg24190072,EZH2
cg27317694,RCBTB2
cg23473081,EMP1
cg17280299,CCNI2
cg03398004,FHOD1
cg03398004,SLC9A5
cg03018379,SUMF2
cg05144042,NCKAP1
cg25076892,ZNF24
cg19842809,PAX9
cg18935014,ALKBH5
cg04141691,ZNF200
cg23087992,SOX2OT
cg23087992,SOX2
cg12915036,MXRA8
cg10835876,DPT
cg24151027,SCAMP1
cg22644557,RUNX1T1
cg20074569,SEPT3
cg14741691,PLD3
cg14741691,C19orf47
cg19204631,IPMK
cg19204631,CISD1
cg01482556,MGRN1
cg19624764,SKOR2
cg14149304,FAM54B
cg14286155,DCTN3
cg12710510,EFCAB4B
cg14099160,SEC63
cg09393083,BTBD10
cg22221330,VIMP
cg00694371,COPS7A
cg04035389,SPTLC1
cg01592801,KCNS2
cg12710743,ZPR1
cg19437142,C22orf41
cg16332065,GABRG1
cg20479557,ESRRG
cg23891601,GRB10
cg19125999,C1orf172
cg13284946,MFGE8
cg21076271,ARHGAP5
cg21076271,C14orf128
cg04671611,A2BP1
cg08000336,MAP7D1
cg04655303,MAPK12
cg13140167,SYN3
cg23030894,ZNF585B
cg05878072,SH3BP4
cg02043749,LYPLA1
cg25967906,E2F8
cg00876541,MIR1181
cg00876541,CDC37
cg25254263,C12orf79
cg06182238,RANGAP1
cg09931450,EIF3D
cg03130537,TEAD1
cg16915294,MIR133A1HG
cg16915294,MIR133A1
cg16915294,MIB1
cg19371661,LRRN2
cg23651838,OSBPL8
cg22662602,ITFG1
cg22662602,PHKB
cg01560423,HGS
cg01560423,ARL16
cg26368718,C1orf69
cg07034276,AQP6
cg02080228,SLC35A3
cg05355172,PYCARD
cg05355172,PYCARD-AS1
cg16222762,SYT4
cg20809997,IFFO2
cg03987227,PURA
cg22474314,NR2F2-AS1
cg22474314,NR2F2
cg11980004,MAFK
cg03426413,OR2A14
cg15444978,MARK3
cg06732870,SYT3
cg25997666,GNE
cg27613227,ADARB1
cg20118020,ZNF583
cg03150622,EPHA1
cg19748341,ACSF2
cg22974452,FEZ2
cg16852323,FAM64A
cg25312763,ADCY6
cg16538289,TFEB
cg08619954,C4orf6
cg22001782,BCL9
cg02773688,SPANXN5
cg02482001,AIPL1
cg08397218,MIR4311
cg08397218,MEGF11
cg12729166,PALMD
cg18070394,RNF4
cg13710595,BAHD1
cg11715228,CRB3
cg20289897,LPAR3
cg25387565,NEU1
cg26833548,KANK4
cg13866230,DNAJC30
cg13866230,WBSCR22
cg25016907,RDBP
cg25016907,SKIV2L
cg06210887,MEF2D
cg13386712,ARNT
cg15565065,HOXB4
cg05470393,ICOS
cg27374441,TAF4
cg13982511,PRMT3
cg12104698,TBXAS1
cg16424138,FAM105A
cg20291069,UBXN6
cg12727528,TM2D3
cg06700964,PLEKHA8
cg06700964,FKBP14
cg05349837,HOXC4
cg11145633,SMEK1
cg02195680,IL27
cg16414568,UNC45A
cg24365121,TNNI2
cg27291698,CRIP3
cg07343113,NOTCH1
cg26986911,RXFP3
cg26775866,PTTG1
cg20973343,EHD1
cg14926641,SLC7A3
cg16930925,MIR626
cg16930925,MGA
cg14271454,VPS37B
cg19434710,CELF3
cg13099644,FKBPL
cg16405582,ZNF704
cg05736011,SNORD116-17
cg05736011,SNORD116-19
cg09294338,SPATA13
cg15910949,CAV3
cg01232495,SETD4
cg09307279,GLT8D1
cg09307279,SPCS1
cg13534424,CAMK2B
cg24062472,NANS
cg03959147,TTLL7
cg01971130,MIR431
cg13248847,DVL2
cg02125727,NFXL1
cg16175013,CYP4F22
cg10833825,MTRR
cg10833825,FASTKD3
cg03220633,FAM172A
cg03220633,MIR2277
cg08044516,SARM1
cg08044516,VTN
cg13648682,BRD3
cg02638724,SGMS1
cg23608997,ZNF580
cg15323195,BBS9
cg23000734,CTBP2
cg10182317,CLVS2
cg01270925,CD163
cg07751125,COG4
cg07751125,SF3B3
cg02962380,MAF
cg18366300,ZNF22
cg18366300,C10orf25
cg14095983,TJP2
cg20153322,PXN
cg26427908,SLC6A19
cg26427908,SLC6A18
cg23236959,PRICKLE1
cg24609752,HINFP
cg18848151,NET1
cg17895903,NRF1
cg10158711,PDIA4
cg07502389,NEFM
cg27254570,BID
cg23798120,SFRS3
cg06745740,HGF
cg03985801,LGR6
cg18378811,ARSJ
cg03039127,LNP1
cg11141561,CAMLG
cg22282916,PACSIN2
cg05493265,MSTO1
cg05493265,MSTO2P
cg14780540,ZNF670
cg11391462,LOC648740
cg11391462,AMY2B
cg13185289,NADK
cg12228977,ZNF77
cg18732172,RNH1
cg27462051,FAM160A2
cg01942646,NR0B2
cg19539664,ZNF502
cg05664664,ANXA7
cg03094935,DEDD2
cg02920502,PICALM
cg09823713,NOSIP
cg09823713,PRRG2
cg07120007,SH3YL1
cg27033465,EEA1
cg13147013,UBAC2
cg09227765,RTN1
cg16105754,PNLIP
cg10610270,ZNF487
cg17007647,SIGLEC5
cg17695682,TREH
cg10158474,CA1
cg06536578,JPH4
cg03580272,CYP4F8
cg25018832,LOC101928626
cg02929869,PFN2
cg00788067,SURF1
cg00788067,SURF2
cg04112495,MOGS
cg04136123,ACSM4
cg18002011,TFEC
cg14212233,MYRFL
cg22803664,JARID2
cg14212190,CD97
cg08783491,STX16
cg05583946,ZNF7
cg19580174,GNAI2
cg11347311,CITED2
cg25517211,SNRPD1
cg05531284,SRFBP1
cg27302870,HNRNPF
cg09150309,LOC441601
cg02313092,PALLD
cg17642057,KANSL1
cg12801769,RPL36A
cg12801769,RPL36A-HNRNPH2
cg12801769,BTK
cg26067897,C5orf51
cg09588284,ACRV1
cg18043769,PPP6R1
cg06521531,FHL1
cg18221429,LRRC61
cg18221429,ACTR3C
cg20122786,GTF2A1
cg00334798,P2RY2
cg03440799,C1orf125
cg02445447,FHL2
cg15847845,PLEC1
cg16966133,TMEM18
cg15179595,MIR92A1
cg15179595,MIR17HG
cg15179595,MIR19B1
cg11605337,VWDE
cg23161492,ANPEP
cg01476568,C10orf18
cg10767579,CD300LD
cg10767579,C17orf77
cg16289751,ZNF518A
cg15675045,BCORL1
cg11448490,LEMD1
cg21184075,ARID4A
cg16634193,MTG1
cg10046620,HIST1H2AI
cg26586292,TSPEAR
cg23172590,CTDSP2
cg11592938,ZNF665
cg17833742,ARMC5
cg18335504,TEP1
cg06341195,LRRC24
cg06341195,MGC70857
cg21188454,TBC1D13
cg06513556,ZFC3H1
cg06513556,THAP2
cg10032668,FAM149A
cg06130371,PARP16
cg17764008,XRN2
cg07450467,PDE11A
cg18935740,WFDC11
cg09517141,RBM42
cg02007571,SCAMP2
cg13299068,SLC15A3
cg06988187,BVES
cg06988187,BVES-AS1
cg17225465,C1orf212
cg18022896,FBXL19
cg04174180,ZNF23
cg08130668,C2orf73
cg08837344,ABRA
cg23527902,CYB561
cg09322616,PRKCZ
cg02215115,KCNK5
cg11366788,NDUFA12
cg05134124,SCNN1B
cg17218588,CHCHD8
cg17218588,PAAF1
cg27647810,ABHD11-AS1
cg01597004,GLIS3
cg18888234,PRAMEF2
cg14488012,WASF3
cg06957321,BCDIN3D
cg14321269,XAF1
cg17925829,TYROBP
cg24378409,SSNA1
cg24378409,ANAPC2
cg01678454,PTPRD
cg18697929,FBXL5
cg08222662,ZC3HAV1
cg11650479,RHOBTB1
cg13666648,ZBTB20
cg10030436,PQBP1
cg10030436,TIMM17B
cg14592065,MED24
cg06375409,C1orf159
cg03425217,YME1L1
cg03425217,MASTL
cg25464235,GPC6
cg09276158,FOXA1
cg05245319,CBFB
cg25226965,LOC102724201
cg19386324,SS18L1
cg23679073,ZC3H15
cg00984787,CENPK
cg22340681,ARL9
cg17393964,ZNF628
cg20661217,PPP2R2C
cg00651446,TCEAL2
cg08187425,EFHD1
cg14110950,MMD2
cg07308929,GGACT
cg01241775,FGF13
cg27491277,KPNB1
cg09963257,BAHD1
cg07013994,CDKN2C
cg10172107,SKIL
cg20681437,MIER1
cg22787286,FLJ35220
cg22787286,LOC100294362
cg08589987,UGDH
cg08589987,UGDH-AS1
cg08589987,MIR1273H
cg07449069,CACNA2D3
cg18843028,LOC102724596
cg18843028,ZNF652
cg08877672,BAIAP3
cg11163433,DNA2
cg16692287,SYT2
cg13096135,SCARA3
cg23456826,SDR39U1
cg04905448,ARHGAP25
cg12651014,CCDC7
cg24868645,KLHL3
cg13058079,SPIN2A
cg03922571,MRPS26
cg04781148,RXRB
cg04781148,SLC39A7
cg17611475,AGAP2
cg03862705,NAT8B
cg23427969,FAM168A
cg12670626,DSTN
cg12789718,ACTG2
cg10059171,GPR89B
cg08523865,CNTNAP5
cg16821865,RBFOX3
cg11928275,NFATC1
cg14283783,FLT1
cg16018773,CARD11
cg13482288,LOC101929565
cg05616995,GNPDA1
cg06880108,CYMP
cg05172061,ACYP2
cg25520040,LOC283174
cg12612406,TRIM40
cg02002960,ZNRF4
cg01749252,GRB10
cg01033175,ZBTB11
cg01033175,LOC100009676
cg07690667,GTF3C2
cg25353069,APBA1
